match_id,league_name,season,home_team,away_team,match_date,home_score,away_score,label,label_name
4230894,Serie A,2023/2024,Bologna,Juventus,2024-05-20 18:45:00+00:00,3,3,1,D
4230902,Serie A,2023/2024,Salernitana,Hellas Verona,2024-05-20 16:30:00+00:00,1,2,2,A
4230901,Serie A,2023/2024,Roma,Genoa,2024-05-19 18:45:00+00:00,1,0,0,H
4230896,Serie A,2023/2024,Inter,Lazio,2024-05-19 16:00:00+00:00,1,1,1,D
4230900,Serie A,2023/2024,Monza,Frosinone,2024-05-19 13:00:00+00:00,0,1,2,A
4230899,Serie A,2023/2024,Udinese,Empoli,2024-05-19 13:00:00+00:00,1,1,1,D
4230898,Serie A,2023/2024,Sassuolo,Cagliari,2024-05-19 10:30:00+00:00,0,2,2,A
4219176,Ligue 1,2023/2024,Lens,Montpellier,2024-05-19 00:00:00+00:00,2,2,1,D
4219172,Ligue 1,2023/2024,Monaco,Nantes,2024-05-19 00:00:00+00:00,4,0,0,H
4219171,Ligue 1,2023/2024,Lorient,Clermont Foot,2024-05-19 00:00:00+00:00,5,0,0,H
4205711,La Liga,2023/2024,Valencia,Girona,2024-05-19 00:00:00+00:00,1,3,2,A
4193901,Premier League,2023/2024,Arsenal,Everton,2024-05-19 00:00:00+00:00,2,1,0,H
4193907,Premier League,2023/2024,Liverpool,Wolverhampton Wanderers,2024-05-19 00:00:00+00:00,2,0,0,H
4193904,Premier League,2023/2024,Burnley,Nottingham Forest,2024-05-19 00:00:00+00:00,1,2,2,A
4193905,Premier League,2023/2024,Chelsea,AFC Bournemouth,2024-05-19 00:00:00+00:00,2,1,0,H
4205704,La Liga,2023/2024,Atletico Madrid,Osasuna,2024-05-19 00:00:00+00:00,1,4,2,A
4193902,Premier League,2023/2024,Brentford,Newcastle United,2024-05-19 00:00:00+00:00,2,4,2,A
4193903,Premier League,2023/2024,Brighton & Hove Albion,Manchester United,2024-05-19 00:00:00+00:00,0,2,2,A
4205706,La Liga,2023/2024,Real Betis,Real Sociedad,2024-05-19 00:00:00+00:00,0,2,2,A
4205705,La Liga,2023/2024,Barcelona,Rayo Vallecano,2024-05-19 00:00:00+00:00,3,0,0,H
4193908,Premier League,2023/2024,Luton Town,Fulham,2024-05-19 00:00:00+00:00,2,4,2,A
4205709,La Liga,2023/2024,Mallorca,Almeria,2024-05-19 00:00:00+00:00,2,2,1,D
4205710,La Liga,2023/2024,Granada,Celta Vigo,2024-05-19 00:00:00+00:00,1,2,2,A
4219173,Ligue 1,2023/2024,Lille,Nice,2024-05-19 00:00:00+00:00,2,2,1,D
4219175,Ligue 1,2023/2024,Reims,Rennes,2024-05-19 00:00:00+00:00,2,1,0,H
4219178,Ligue 1,2023/2024,Metz,Paris Saint-Germain,2024-05-19 00:00:00+00:00,0,2,2,A
4219177,Ligue 1,2023/2024,Le Havre,Marseille,2024-05-19 00:00:00+00:00,1,2,2,A
4205712,La Liga,2023/2024,Villarreal,Real Madrid,2024-05-19 00:00:00+00:00,4,4,1,D
4193906,Premier League,2023/2024,Crystal Palace,Aston Villa,2024-05-19 00:00:00+00:00,5,0,0,H
4193910,Premier League,2023/2024,Sheffield United,Tottenham Hotspur,2024-05-19 00:00:00+00:00,0,3,2,A
4205707,La Liga,2023/2024,Cadiz,Las Palmas,2024-05-19 00:00:00+00:00,0,0,1,D
4219170,Ligue 1,2023/2024,Toulouse,Brest,2024-05-19 00:00:00+00:00,0,3,2,A
4219174,Ligue 1,2023/2024,Lyon,Strasbourg,2024-05-19 00:00:00+00:00,2,1,0,H
4193909,Premier League,2023/2024,Manchester City,West Ham United,2024-05-19 00:00:00+00:00,3,1,0,H
4230903,Serie A,2023/2024,Torino,Milan,2024-05-18 18:45:00+00:00,3,1,0,H
4230897,Serie A,2023/2024,Lecce,Atalanta,2024-05-18 16:00:00+00:00,0,2,2,A
4222384,Bundesliga,2023/2024,Wolfsburg,Mainz 05,2024-05-18 13:30:00+00:00,1,3,2,A
4222382,Bundesliga,2023/2024,Bayer Leverkusen,Augsburg,2024-05-18 13:30:00+00:00,2,1,0,H
4222380,Bundesliga,2023/2024,Borussia Dortmund,Darmstadt,2024-05-18 13:30:00+00:00,4,0,0,H
4222383,Bundesliga,2023/2024,Eintracht Frankfurt,RB Leipzig,2024-05-18 13:30:00+00:00,2,2,1,D
4222388,Bundesliga,2023/2024,FC Heidenheim,1. FC Köln,2024-05-18 13:30:00+00:00,4,1,0,H
4222385,Bundesliga,2023/2024,Hoffenheim,Bayern München,2024-05-18 13:30:00+00:00,4,2,0,H
4222381,Bundesliga,2023/2024,Union Berlin,Freiburg,2024-05-18 13:30:00+00:00,2,1,0,H
4222387,Bundesliga,2023/2024,VfB Stuttgart,Borussia Mönchengladbach,2024-05-18 13:30:00+00:00,4,0,0,H
4222386,Bundesliga,2023/2024,Werder Bremen,Bochum,2024-05-18 13:30:00+00:00,4,1,0,H
4205708,La Liga,2023/2024,Deportivo Alaves,Getafe,2024-05-18 00:00:00+00:00,1,0,0,H
4230895,Serie A,2023/2024,Fiorentina,Napoli,2024-05-17 18:45:00+00:00,2,2,1,D
4205693,La Liga,2023/2024,Almeria,Barcelona,2024-05-16 00:00:00+00:00,0,2,2,A
4205695,La Liga,2023/2024,Real Sociedad,Valencia,2024-05-16 00:00:00+00:00,1,0,0,H
4205698,La Liga,2023/2024,Las Palmas,Real Betis,2024-05-16 00:00:00+00:00,2,2,1,D
4205701,La Liga,2023/2024,Rayo Vallecano,Granada,2024-05-15 00:00:00+00:00,2,1,0,H
4205697,La Liga,2023/2024,Getafe,Atletico Madrid,2024-05-15 00:00:00+00:00,0,3,2,A
4219526,Ligue 1,2023/2024,Reims,Marseille,2024-05-15 00:00:00+00:00,1,0,0,H
4205699,La Liga,2023/2024,Sevilla,Cadiz,2024-05-15 00:00:00+00:00,0,1,2,A
4219525,Ligue 1,2023/2024,Nice,Paris Saint-Germain,2024-05-15 00:00:00+00:00,1,2,2,A
4193862,Premier League,2023/2024,Brighton & Hove Albion,Chelsea,2024-05-15 00:00:00+00:00,1,2,2,A
4193867,Premier League,2023/2024,Manchester United,Newcastle United,2024-05-15 00:00:00+00:00,3,2,0,H
4205694,La Liga,2023/2024,Girona,Villarreal,2024-05-14 00:00:00+00:00,0,1,2,A
4193869,Premier League,2023/2024,Tottenham Hotspur,Manchester City,2024-05-14 00:00:00+00:00,0,2,2,A
4205700,La Liga,2023/2024,Osasuna,Mallorca,2024-05-14 00:00:00+00:00,1,1,1,D
4205702,La Liga,2023/2024,Real Madrid,Deportivo Alaves,2024-05-14 00:00:00+00:00,5,0,0,H
4230885,Serie A,2023/2024,Fiorentina,Monza,2024-05-13 18:45:00+00:00,2,1,0,H
4230890,Serie A,2023/2024,Lecce,Udinese,2024-05-13 16:30:00+00:00,0,2,2,A
4205685,La Liga,2023/2024,Barcelona,Real Sociedad,2024-05-13 00:00:00+00:00,2,0,0,H
4193892,Premier League,2023/2024,Aston Villa,Liverpool,2024-05-13 00:00:00+00:00,3,3,1,D
4230884,Serie A,2023/2024,Atalanta,Roma,2024-05-12 18:45:00+00:00,2,1,0,H
4222377,Bundesliga,2023/2024,Bochum,Bayer Leverkusen,2024-05-12 17:30:00+00:00,0,5,2,A
4230889,Serie A,2023/2024,Juventus,Salernitana,2024-05-12 16:00:00+00:00,1,1,1,D
4222371,Bundesliga,2023/2024,Bayern München,Wolfsburg,2024-05-12 15:30:00+00:00,2,0,0,H
4222379,Bundesliga,2023/2024,Darmstadt,Hoffenheim,2024-05-12 13:30:00+00:00,0,6,2,A
4230887,Serie A,2023/2024,Genoa,Sassuolo,2024-05-12 13:00:00+00:00,2,1,0,H
4230888,Serie A,2023/2024,Hellas Verona,Torino,2024-05-12 13:00:00+00:00,1,2,2,A
4230893,Serie A,2023/2024,Lazio,Empoli,2024-05-12 10:30:00+00:00,2,0,0,H
4205684,La Liga,2023/2024,Atletico Madrid,Celta Vigo,2024-05-12 00:00:00+00:00,1,0,0,H
4219540,Ligue 1,2023/2024,Rennes,Lens,2024-05-12 00:00:00+00:00,1,1,1,D
4193895,Premier League,2023/2024,Manchester United,Arsenal,2024-05-12 00:00:00+00:00,0,1,2,A
4205690,La Liga,2023/2024,Valencia,Rayo Vallecano,2024-05-12 00:00:00+00:00,0,0,1,D
4205689,La Liga,2023/2024,Real Betis,Almeria,2024-05-12 00:00:00+00:00,3,2,0,H
4219533,Ligue 1,2023/2024,Paris Saint-Germain,Toulouse,2024-05-12 00:00:00+00:00,1,3,2,A
4219544,Ligue 1,2023/2024,Marseille,Lorient,2024-05-12 00:00:00+00:00,3,1,0,H
4219536,Ligue 1,2023/2024,Strasbourg,Metz,2024-05-12 00:00:00+00:00,2,1,0,H
4219552,Ligue 1,2023/2024,Clermont Foot,Lyon,2024-05-12 00:00:00+00:00,0,1,2,A
4219556,Ligue 1,2023/2024,Nantes,Lille,2024-05-12 00:00:00+00:00,1,2,2,A
4219560,Ligue 1,2023/2024,Montpellier,Monaco,2024-05-12 00:00:00+00:00,0,2,2,A
4205686,La Liga,2023/2024,Cadiz,Getafe,2024-05-12 00:00:00+00:00,1,0,0,H
4230892,Serie A,2023/2024,Milan,Cagliari,2024-05-11 18:45:00+00:00,5,1,0,H
4222374,Bundesliga,2023/2024,Mainz 05,Borussia Dortmund,2024-05-11 16:30:00+00:00,3,0,0,H
4230891,Serie A,2023/2024,Napoli,Bologna,2024-05-11 16:00:00+00:00,0,2,2,A
4222372,Bundesliga,2023/2024,RB Leipzig,Werder Bremen,2024-05-11 13:30:00+00:00,1,1,1,D
4222375,Bundesliga,2023/2024,Borussia Mönchengladbach,Eintracht Frankfurt,2024-05-11 13:30:00+00:00,1,1,1,D
4222373,Bundesliga,2023/2024,Freiburg,FC Heidenheim,2024-05-11 13:30:00+00:00,1,1,1,D
4222376,Bundesliga,2023/2024,1. FC Köln,Union Berlin,2024-05-11 13:30:00+00:00,3,2,0,H
4193897,Premier League,2023/2024,Nottingham Forest,Chelsea,2024-05-11 00:00:00+00:00,2,3,2,A
4193891,Premier League,2023/2024,AFC Bournemouth,Brentford,2024-05-11 00:00:00+00:00,1,2,2,A
4205687,La Liga,2023/2024,Granada,Real Madrid,2024-05-11 00:00:00+00:00,0,4,2,A
4193894,Premier League,2023/2024,Fulham,Manchester City,2024-05-11 00:00:00+00:00,0,4,2,A
4193900,Premier League,2023/2024,Wolverhampton Wanderers,Crystal Palace,2024-05-11 00:00:00+00:00,1,3,2,A
4193899,Premier League,2023/2024,West Ham United,Luton Town,2024-05-11 00:00:00+00:00,3,1,0,H
4193896,Premier League,2023/2024,Newcastle United,Brighton & Hove Albion,2024-05-11 00:00:00+00:00,1,1,1,D
4193898,Premier League,2023/2024,Tottenham Hotspur,Burnley,2024-05-11 00:00:00+00:00,2,1,0,H
4205692,La Liga,2023/2024,Mallorca,Las Palmas,2024-05-11 00:00:00+00:00,1,0,0,H
4205691,La Liga,2023/2024,Villarreal,Sevilla,2024-05-11 00:00:00+00:00,3,2,0,H
4193893,Premier League,2023/2024,Everton,Sheffield United,2024-05-11 00:00:00+00:00,1,0,0,H
4230886,Serie A,2023/2024,Frosinone,Inter,2024-05-10 18:45:00+00:00,0,5,2,A
4222378,Bundesliga,2023/2024,Augsburg,VfB Stuttgart,2024-05-10 18:30:00+00:00,0,1,2,A
4219548,Ligue 1,2023/2024,Nice,Le Havre,2024-05-10 00:00:00+00:00,1,0,0,H
4219564,Ligue 1,2023/2024,Brest,Reims,2024-05-10 00:00:00+00:00,1,1,1,D
4205688,La Liga,2023/2024,Deportivo Alaves,Girona,2024-05-10 00:00:00+00:00,2,2,1,D
4230883,Serie A,2023/2024,Udinese,Napoli,2024-05-06 18:45:00+00:00,1,1,1,D
4230876,Serie A,2023/2024,Salernitana,Atalanta,2024-05-06 16:00:00+00:00,1,2,2,A
4193886,Premier League,2023/2024,Crystal Palace,Manchester United,2024-05-06 00:00:00+00:00,4,0,0,H
4219524,Ligue 1,2023/2024,Lille,Lyon,2024-05-06 00:00:00+00:00,3,4,2,A
4230881,Serie A,2023/2024,Roma,Juventus,2024-05-05 18:45:00+00:00,1,1,1,D
4222370,Bundesliga,2023/2024,FC Heidenheim,Mainz 05,2024-05-05 17:30:00+00:00,1,1,1,D
4230879,Serie A,2023/2024,Milan,Genoa,2024-05-05 16:00:00+00:00,3,3,1,D
4222364,Bundesliga,2023/2024,Eintracht Frankfurt,Bayer Leverkusen,2024-05-05 15:30:00+00:00,1,5,2,A
4222363,Bundesliga,2023/2024,Union Berlin,Bochum,2024-05-05 13:30:00+00:00,3,4,2,A
4230878,Serie A,2023/2024,Hellas Verona,Fiorentina,2024-05-05 13:00:00+00:00,2,1,0,H
4230875,Serie A,2023/2024,Empoli,Frosinone,2024-05-05 13:00:00+00:00,0,0,1,D
4230874,Serie A,2023/2024,Cagliari,Lecce,2024-05-05 10:30:00+00:00,1,1,1,D
4205674,La Liga,2023/2024,Rayo Vallecano,Almeria,2024-05-05 00:00:00+00:00,0,1,2,A
4193887,Premier League,2023/2024,Liverpool,Tottenham Hotspur,2024-05-05 00:00:00+00:00,4,2,0,H
4193883,Premier League,2023/2024,Brighton & Hove Albion,Aston Villa,2024-05-05 00:00:00+00:00,1,0,0,H
4205682,La Liga,2023/2024,Valencia,Deportivo Alaves,2024-05-05 00:00:00+00:00,0,1,2,A
4205680,La Liga,2023/2024,Sevilla,Granada,2024-05-05 00:00:00+00:00,3,0,0,H
4193885,Premier League,2023/2024,Chelsea,West Ham United,2024-05-05 00:00:00+00:00,5,0,0,H
4205673,La Liga,2023/2024,Celta Vigo,Villarreal,2024-05-05 00:00:00+00:00,3,2,0,H
4230880,Serie A,2023/2024,Sassuolo,Inter,2024-05-04 18:45:00+00:00,1,0,0,H
4222366,Bundesliga,2023/2024,1. FC Köln,Freiburg,2024-05-04 16:30:00+00:00,0,0,1,D
4230882,Serie A,2023/2024,Monza,Lazio,2024-05-04 16:00:00+00:00,2,2,1,D
4222362,Bundesliga,2023/2024,Borussia Dortmund,Augsburg,2024-05-04 13:30:00+00:00,5,1,0,H
4222368,Bundesliga,2023/2024,Werder Bremen,Borussia Mönchengladbach,2024-05-04 13:30:00+00:00,2,2,1,D
4222365,Bundesliga,2023/2024,Wolfsburg,Darmstadt,2024-05-04 13:30:00+00:00,3,0,0,H
4222369,Bundesliga,2023/2024,VfB Stuttgart,Bayern München,2024-05-04 13:30:00+00:00,3,1,0,H
4193882,Premier League,2023/2024,Brentford,Fulham,2024-05-04 00:00:00+00:00,0,0,1,D
4193881,Premier League,2023/2024,Arsenal,AFC Bournemouth,2024-05-04 00:00:00+00:00,3,0,0,H
4205676,La Liga,2023/2024,Mallorca,Atletico Madrid,2024-05-04 00:00:00+00:00,0,1,2,A
4193884,Premier League,2023/2024,Burnley,Newcastle United,2024-05-04 00:00:00+00:00,1,4,2,A
4193889,Premier League,2023/2024,Manchester City,Wolverhampton Wanderers,2024-05-04 00:00:00+00:00,5,1,0,H
4219529,Ligue 1,2023/2024,Metz,Rennes,2024-05-04 00:00:00+00:00,2,3,2,A
4219530,Ligue 1,2023/2024,Brest,Nantes,2024-05-04 00:00:00+00:00,0,0,1,D
4193890,Premier League,2023/2024,Sheffield United,Nottingham Forest,2024-05-04 00:00:00+00:00,1,3,2,A
4205677,La Liga,2023/2024,Girona,Barcelona,2024-05-04 00:00:00+00:00,4,2,0,H
4219523,Ligue 1,2023/2024,Monaco,Clermont Foot,2024-05-04 00:00:00+00:00,4,1,0,H
4205679,La Liga,2023/2024,Real Madrid,Cadiz,2024-05-04 00:00:00+00:00,3,0,0,H
4205681,La Liga,2023/2024,Real Sociedad,Las Palmas,2024-05-04 00:00:00+00:00,2,0,0,H
4230877,Serie A,2023/2024,Torino,Bologna,2024-05-03 18:45:00+00:00,0,0,1,D
4222367,Bundesliga,2023/2024,Hoffenheim,RB Leipzig,2024-05-03 18:30:00+00:00,1,1,1,D
4193888,Premier League,2023/2024,Luton Town,Everton,2024-05-03 00:00:00+00:00,1,1,1,D
4219522,Ligue 1,2023/2024,Toulouse,Montpellier,2024-05-03 00:00:00+00:00,1,2,2,A
4219527,Ligue 1,2023/2024,Lens,Lorient,2024-05-03 00:00:00+00:00,2,0,0,H
4193785,Premier League,2023/2024,Chelsea,Tottenham Hotspur,2024-05-02 00:00:00+00:00,2,0,0,H
4230872,Serie A,2023/2024,Genoa,Cagliari,2024-04-29 18:45:00+00:00,3,0,0,H
4205664,La Liga,2023/2024,Barcelona,Valencia,2024-04-29 00:00:00+00:00,4,2,0,H
4230866,Serie A,2023/2024,Fiorentina,Sassuolo,2024-04-28 18:45:00+00:00,5,1,0,H
4222361,Bundesliga,2023/2024,Darmstadt,FC Heidenheim,2024-04-28 17:30:00+00:00,0,1,2,A
4230871,Serie A,2023/2024,Napoli,Roma,2024-04-28 16:00:00+00:00,2,2,1,D
4230864,Serie A,2023/2024,Atalanta,Empoli,2024-04-28 16:00:00+00:00,2,0,0,H
4222358,Bundesliga,2023/2024,Borussia Mönchengladbach,Union Berlin,2024-04-28 13:30:00+00:00,0,0,1,D
4230865,Serie A,2023/2024,Bologna,Udinese,2024-04-28 13:00:00+00:00,1,1,1,D
4230868,Serie A,2023/2024,Inter,Torino,2024-04-28 10:30:00+00:00,2,0,0,H
4219520,Ligue 1,2023/2024,Metz,Lille,2024-04-28 00:00:00+00:00,1,2,2,A
4219519,Ligue 1,2023/2024,Clermont Foot,Reims,2024-04-28 00:00:00+00:00,4,1,0,H
4193877,Premier League,2023/2024,Nottingham Forest,Manchester City,2024-04-28 00:00:00+00:00,0,2,2,A
4205671,La Liga,2023/2024,Villarreal,Rayo Vallecano,2024-04-28 00:00:00+00:00,3,0,0,H
4219516,Ligue 1,2023/2024,Marseille,Lens,2024-04-28 00:00:00+00:00,2,1,0,H
4205667,La Liga,2023/2024,Granada,Osasuna,2024-04-28 00:00:00+00:00,3,0,0,H
4219517,Ligue 1,2023/2024,Lorient,Toulouse,2024-04-28 00:00:00+00:00,1,2,2,A
4219514,Ligue 1,2023/2024,Strasbourg,Nice,2024-04-28 00:00:00+00:00,1,3,2,A
4219518,Ligue 1,2023/2024,Lyon,Monaco,2024-04-28 00:00:00+00:00,3,2,0,H
4193878,Premier League,2023/2024,Tottenham Hotspur,Arsenal,2024-04-28 00:00:00+00:00,2,3,2,A
4219515,Ligue 1,2023/2024,Rennes,Brest,2024-04-28 00:00:00+00:00,4,5,2,A
4205666,La Liga,2023/2024,Cadiz,Mallorca,2024-04-28 00:00:00+00:00,1,1,1,D
4193871,Premier League,2023/2024,AFC Bournemouth,Brighton & Hove Albion,2024-04-28 00:00:00+00:00,3,0,0,H
4230873,Serie A,2023/2024,Lazio,Hellas Verona,2024-04-27 18:45:00+00:00,1,0,0,H
4222356,Bundesliga,2023/2024,Bayer Leverkusen,VfB Stuttgart,2024-04-27 16:30:00+00:00,2,2,1,D
4230869,Serie A,2023/2024,Juventus,Milan,2024-04-27 16:00:00+00:00,0,0,1,D
4222360,Bundesliga,2023/2024,Augsburg,Werder Bremen,2024-04-27 13:30:00+00:00,0,3,2,A
4222353,Bundesliga,2023/2024,Bayern München,Eintracht Frankfurt,2024-04-27 13:30:00+00:00,2,1,0,H
4222354,Bundesliga,2023/2024,RB Leipzig,Borussia Dortmund,2024-04-27 13:30:00+00:00,4,1,0,H
4222355,Bundesliga,2023/2024,Freiburg,Wolfsburg,2024-04-27 13:30:00+00:00,1,2,2,A
4230870,Serie A,2023/2024,Lecce,Monza,2024-04-27 13:00:00+00:00,1,1,1,D
4193872,Premier League,2023/2024,Aston Villa,Chelsea,2024-04-27 00:00:00+00:00,2,2,1,D
4205670,La Liga,2023/2024,Las Palmas,Girona,2024-04-27 00:00:00+00:00,0,2,2,A
4193876,Premier League,2023/2024,Newcastle United,Sheffield United,2024-04-27 00:00:00+00:00,5,1,0,H
4193875,Premier League,2023/2024,Manchester United,Burnley,2024-04-27 00:00:00+00:00,1,1,1,D
4205668,La Liga,2023/2024,Deportivo Alaves,Celta Vigo,2024-04-27 00:00:00+00:00,3,0,0,H
4193874,Premier League,2023/2024,Fulham,Crystal Palace,2024-04-27 00:00:00+00:00,1,1,1,D
4193879,Premier League,2023/2024,West Ham United,Liverpool,2024-04-27 00:00:00+00:00,2,2,1,D
4219513,Ligue 1,2023/2024,Paris Saint-Germain,Le Havre,2024-04-27 00:00:00+00:00,3,3,1,D
4193880,Premier League,2023/2024,Wolverhampton Wanderers,Luton Town,2024-04-27 00:00:00+00:00,2,1,0,H
4205663,La Liga,2023/2024,Almeria,Getafe,2024-04-27 00:00:00+00:00,1,3,2,A
4193873,Premier League,2023/2024,Everton,Brentford,2024-04-27 00:00:00+00:00,1,0,0,H
4230867,Serie A,2023/2024,Frosinone,Salernitana,2024-04-26 18:45:00+00:00,3,0,0,H
4222359,Bundesliga,2023/2024,Bochum,Hoffenheim,2024-04-26 18:30:00+00:00,3,2,0,H
4205672,La Liga,2023/2024,Real Sociedad,Real Madrid,2024-04-26 00:00:00+00:00,0,1,2,A
4219521,Ligue 1,2023/2024,Montpellier,Nantes,2024-04-26 00:00:00+00:00,1,1,1,D
4230853,Serie A,2023/2024,Udinese,Roma,2024-04-25 18:00:00+00:00,1,2,2,A
4193812,Premier League,2023/2024,Brighton & Hove Albion,Manchester City,2024-04-25 00:00:00+00:00,0,4,2,A
4219498,Ligue 1,2023/2024,Lorient,Paris Saint-Germain,2024-04-24 00:00:00+00:00,1,4,2,A
4219497,Ligue 1,2023/2024,Marseille,Nice,2024-04-24 00:00:00+00:00,2,2,1,D
4193818,Premier League,2023/2024,Manchester United,Sheffield United,2024-04-24 00:00:00+00:00,4,2,0,H
4193820,Premier League,2023/2024,Wolverhampton Wanderers,AFC Bournemouth,2024-04-24 00:00:00+00:00,0,1,2,A
4193815,Premier League,2023/2024,Everton,Liverpool,2024-04-24 00:00:00+00:00,2,0,0,H
4219499,Ligue 1,2023/2024,Monaco,Lille,2024-04-24 00:00:00+00:00,1,0,0,H
4193811,Premier League,2023/2024,Arsenal,Chelsea,2024-04-23 00:00:00+00:00,5,0,0,H
4230862,Serie A,2023/2024,Milan,Inter,2024-04-22 18:45:00+00:00,1,2,2,A
4205661,La Liga,2023/2024,Sevilla,Mallorca,2024-04-22 00:00:00+00:00,2,1,0,H
4230858,Serie A,2023/2024,Monza,Atalanta,2024-04-21 18:45:00+00:00,1,2,2,A
4222176,Bundesliga,2023/2024,Freiburg,Mainz 05,2024-04-21 17:30:00+00:00,1,1,1,D
4230860,Serie A,2023/2024,Salernitana,Fiorentina,2024-04-21 16:00:00+00:00,0,2,2,A
4222174,Bundesliga,2023/2024,Borussia Dortmund,Bayer Leverkusen,2024-04-21 15:30:00+00:00,1,1,1,D
4222181,Bundesliga,2023/2024,Werder Bremen,VfB Stuttgart,2024-04-21 13:30:00+00:00,2,1,0,H
4230861,Serie A,2023/2024,Torino,Frosinone,2024-04-21 13:00:00+00:00,0,0,1,D
4230863,Serie A,2023/2024,Sassuolo,Lecce,2024-04-21 10:30:00+00:00,0,3,2,A
4205657,La Liga,2023/2024,Deportivo Alaves,Atletico Madrid,2024-04-21 00:00:00+00:00,2,0,0,H
4219506,Ligue 1,2023/2024,Lille,Strasbourg,2024-04-21 00:00:00+00:00,1,0,0,H
4193864,Premier League,2023/2024,Everton,Nottingham Forest,2024-04-21 00:00:00+00:00,2,0,0,H
4205658,La Liga,2023/2024,Real Madrid,Barcelona,2024-04-21 00:00:00+00:00,3,2,0,H
4205656,La Liga,2023/2024,Getafe,Real Sociedad,2024-04-21 00:00:00+00:00,1,1,1,D
4219512,Ligue 1,2023/2024,Brest,Monaco,2024-04-21 00:00:00+00:00,0,2,2,A
4193865,Premier League,2023/2024,Fulham,Liverpool,2024-04-21 00:00:00+00:00,1,3,2,A
4219511,Ligue 1,2023/2024,Le Havre,Metz,2024-04-21 00:00:00+00:00,0,1,2,A
4219505,Ligue 1,2023/2024,Toulouse,Marseille,2024-04-21 00:00:00+00:00,2,2,1,D
4193863,Premier League,2023/2024,Crystal Palace,West Ham United,2024-04-21 00:00:00+00:00,5,2,0,H
4205653,La Liga,2023/2024,Almeria,Villarreal,2024-04-21 00:00:00+00:00,1,2,2,A
4219504,Ligue 1,2023/2024,Paris Saint-Germain,Lyon,2024-04-21 00:00:00+00:00,4,1,0,H
4219508,Ligue 1,2023/2024,Reims,Montpellier,2024-04-21 00:00:00+00:00,1,2,2,A
4193861,Premier League,2023/2024,Aston Villa,AFC Bournemouth,2024-04-21 00:00:00+00:00,3,1,0,H
4230857,Serie A,2023/2024,Hellas Verona,Udinese,2024-04-20 18:45:00+00:00,1,0,0,H
4222175,Bundesliga,2023/2024,Union Berlin,Bayern München,2024-04-20 16:30:00+00:00,1,5,2,A
4230855,Serie A,2023/2024,Empoli,Napoli,2024-04-20 16:00:00+00:00,1,0,0,H
4222182,Bundesliga,2023/2024,FC Heidenheim,RB Leipzig,2024-04-20 13:30:00+00:00,1,2,2,A
4222178,Bundesliga,2023/2024,Wolfsburg,Bochum,2024-04-20 13:30:00+00:00,1,0,0,H
4222180,Bundesliga,2023/2024,Hoffenheim,Borussia Mönchengladbach,2024-04-20 13:30:00+00:00,4,3,0,H
4222179,Bundesliga,2023/2024,1. FC Köln,Darmstadt,2024-04-20 13:30:00+00:00,0,2,2,A
4205655,La Liga,2023/2024,Celta Vigo,Las Palmas,2024-04-20 00:00:00+00:00,4,1,0,H
4219509,Ligue 1,2023/2024,Lens,Clermont Foot,2024-04-20 00:00:00+00:00,1,0,0,H
4219510,Ligue 1,2023/2024,Nantes,Rennes,2024-04-20 00:00:00+00:00,0,3,2,A
4205660,La Liga,2023/2024,Girona,Cadiz,2024-04-20 00:00:00+00:00,4,1,0,H
4205659,La Liga,2023/2024,Valencia,Real Betis,2024-04-20 00:00:00+00:00,1,2,2,A
4193868,Premier League,2023/2024,Sheffield United,Burnley,2024-04-20 00:00:00+00:00,1,4,2,A
4193870,Premier League,2023/2024,Wolverhampton Wanderers,Arsenal,2024-04-20 00:00:00+00:00,0,2,2,A
4193866,Premier League,2023/2024,Luton Town,Brentford,2024-04-20 00:00:00+00:00,1,5,2,A
4230854,Serie A,2023/2024,Cagliari,Juventus,2024-04-19 18:45:00+00:00,2,2,1,D
4222177,Bundesliga,2023/2024,Eintracht Frankfurt,Augsburg,2024-04-19 18:30:00+00:00,3,1,0,H
4230856,Serie A,2023/2024,Genoa,Lazio,2024-04-19 16:30:00+00:00,0,1,2,A
4219507,Ligue 1,2023/2024,Nice,Lorient,2024-04-19 00:00:00+00:00,3,0,0,H
4230844,Serie A,2023/2024,Atalanta,Hellas Verona,2024-04-15 18:45:00+00:00,2,2,1,D
4230846,Serie A,2023/2024,Fiorentina,Genoa,2024-04-15 16:30:00+00:00,1,1,1,D
4193855,Premier League,2023/2024,Chelsea,Everton,2024-04-15 00:00:00+00:00,6,0,0,H
4205647,La Liga,2023/2024,Osasuna,Valencia,2024-04-15 00:00:00+00:00,0,1,2,A
4230848,Serie A,2023/2024,Inter,Cagliari,2024-04-14 18:45:00+00:00,2,2,1,D
4222167,Bundesliga,2023/2024,Bayer Leverkusen,Werder Bremen,2024-04-14 15:30:00+00:00,5,0,0,H
4222173,Bundesliga,2023/2024,Darmstadt,Freiburg,2024-04-14 13:30:00+00:00,0,1,2,A
4230852,Serie A,2023/2024,Sassuolo,Milan,2024-04-14 13:00:00+00:00,3,3,1,D
4230850,Serie A,2023/2024,Napoli,Frosinone,2024-04-14 10:30:00+00:00,2,2,1,D
4193852,Premier League,2023/2024,Arsenal,Aston Villa,2024-04-14 00:00:00+00:00,0,2,2,A
4205652,La Liga,2023/2024,Granada,Deportivo Alaves,2024-04-14 00:00:00+00:00,2,0,0,H
